playerID,WinPercent,H_Batting,HR_Batting,RBI_Batting,R_Batting,Doubles_Batting,Triples_Batting,BB_Batting,AB_Batting,PO_Fielding,A_Fielding,E_Fielding,DP_Fielding,SB_Fielding,CS_Fielding,ERA_Pitching,H_Pitching,SV_Pitching,BAOpp_Pitching,H_Battingp,HR_Battingp,RBI_Battingp,R_Battingp,Doubles_Battingp,Triples_Battingp,BB_Battingp,AB_Battingp,PO_Fieldingp,A_Fieldingp,E_Fieldingp,DP_Fieldingp,SB_Fieldingp,CS_Fieldingp,ERA_Pitchingp,H_Pitchingp,SV_Pitchingp,BAOpp_Pitchingp,GP_AllStar,careerAwards,WSWins,class
veachpe01,0.3292,76,3,37,39,12,6,51,353,756,73,30,42,0,0,6.42,100,0,0,0,0,0,0,0,0,0,0,756,73,30,42,0,0,6.42,100,0,0,0,0,0,0
wadderu01,0.5146,172,4,83,61,29,10,42,1066,176,740,91,17,0,0,40.62,2460,5,0,0,0,0,0,0,0,0,0,176,740,91,17,0,0,40.62,2460,5,0,0,0,0,1
westehu01,0.6667,8,0,7,9,1,0,6,56,13,24,6,3,0,0,5.04,170,0,0,0,0,0,0,0,0,0,0,13,24,6,3,0,0,5.04,170,0,0,0,0,0,0
dickebu01,0.5265,500,4,127,302,84,34,48,1762,702,118,149,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,118,149,17,0,0,0,0,0,0,0,0,0,0
dillopo01,0.4558,298,1,116,146,44,16,78,1181,3160,219,68,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3160,219,68,176,0,0,0,0,0,0,0,0,0,0
donahji01,0.3798,298,2,133,133,24,11,104,1275,1258,462,193,32,191,98,0,0,0,0,0,0,0,0,0,0,0,0,1258,462,193,32,191,98,0,0,0,0,0,0,0,0
donneji02,0.2025,3,0,0,2,1,0,1,23,13,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,15,0,0,0,0,0,0,0,0,0,0,0
donovfr01,0.6462,1,0,1,1,0,0,1,12,13,2,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,1,5,2,0,0,0,0,0,0,0,0
dorgaje01,0.4004,150,0,49,74,22,4,14,531,312,60,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,60,60,4,0,0,0,0,0,0,0,0,0,0
douglkl01,0.4399,766,10,275,368,85,29,227,2800,4093,474,137,175,408,233,0,0,0,0,0,0,0,0,0,0,0,0,4093,474,137,175,408,233,0,0,0,0,0,0,0,0
eagantr01,0.5236,4,0,4,2,0,1,1,30,7,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,1,0,0,0,0,0,0,0,0,0,0,0
eastha01,0.2603,0,0,0,0,0,0,0,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
eggleda01,0.4858,697,0,242,491,85,31,49,2544,1209,90,148,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,90,148,19,0,0,0,0,0,0,0,0,0,0
fairge01,0.3750,0,0,0,0,0,0,0,4,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0
falchan01,0.6667,2,0,0,0,0,0,0,18,16,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,3,0,0,0,0,0,0,0,0,0,0,0
farrojo01,0.3516,45,0,13,25,6,0,4,228,190,102,79,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,102,79,7,0,0,0,0,0,0,0,0,0,0
foranji01,0.3684,31,1,18,21,1,3,2,89,122,5,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,18,2,0,0,0,0,0,0,0,0,0,0
frank01,0.4196,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
frienfr01,0.2901,1,0,0,1,0,0,1,5,3,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,2,0,0,0,0,0,0,0,0
